青沥备开(矫焙备)喊,楷飞喊,醚牢备荐 (疙),巢磊牢备荐 (疙),咯磊牢备荐 (疙)
吝尔备,81技,2549,1078,1471
吝尔备,82技,2349,1008,1341
吝尔备,83技,1652,688,964
吝尔备,84技,1636,639,997
吝尔备,85技,1355,531,824
吝尔备,86技,1099,425,674
吝尔备,87技,974,380,594
吝尔备,88技,777,258,519
吝尔备,89技,640,190,450
吝尔备,90技,505,141,364
吝尔备,91技,384,113,271
吝尔备,92技,280,65,215
吝尔备,93技,221,44,177
吝尔备,94技,166,38,128
吝尔备,95技,132,20,112
吝尔备,96技,104,25,79
吝尔备,97技,68,15,53
吝尔备,98技,31,4,27
吝尔备,99技,32,6,26
吝尔备,100技 捞惑,55,9,46
己合备,拌,424663,203536,221127
己合备,0技,1645,866,779
己合备,1技,1779,896,883
己合备,2技,1946,1024,922
己合备,3技,1981,1005,976
己合备,4技,2115,1084,1031
己合备,5技,2316,1233,1083
己合备,6技,2424,1256,1168
己合备,7技,2880,1430,1450
己合备,8技,3157,1584,1573
己合备,9技,3088,1590,1498
己合备,10技,3087,1573,1514
己合备,11技,3335,1694,1641
己合备,12技,3319,1722,1597
己合备,13技,3451,1735,1716
己合备,14技,3163,1628,1535
己合备,15技,3280,1652,1628
己合备,16技,3682,1934,1748
己合备,17技,3528,1780,1748
己合备,18技,3637,1815,1822
己合备,19技,4660,2225,2435
己合备,20技,5331,2300,3031
己合备,21技,5652,2370,3282
己合备,22技,6327,2825,3502
己合备,23技,7369,3405,3964
己合备,24技,7096,3371,3725
己合备,25技,6774,3271,3503
己合备,26技,6823,3333,3490
己合备,27技,6589,3256,3333
己合备,28技,6414,3122,3292
己合备,29技,6242,3113,3129
己合备,30技,6083,3099,2984
己合备,31技,6235,3212,3023
己合备,32技,6022,3035,2987
己合备,33技,5418,2738,2680
己合备,34技,5366,2738,2628
己合备,35技,5378,2692,2686
己合备,36技,5209,2518,2691
己合备,37技,5181,2517,2664
己合备,38技,5436,2702,2734
己合备,39技,5324,2638,2686
己合备,40技,5913,3011,2902
己合备,41技,6220,3060,3160
己合备,42技,6586,3291,3295
己合备,43技,6452,3207,3245
己合备,44技,6541,3161,3380
己合备,45技,5924,2886,3038
己合备,46技,5822,2849,2973
己合备,47技,5906,2900,3006
己合备,48技,6276,3013,3263
己合备,49技,6771,3298,3473
己合备,50技,7454,3597,3857
己合备,51技,7565,3740,3825
己合备,52技,7924,3916,4008
己合备,53技,7885,3825,4060
己合备,54技,7523,3761,3762
己合备,55技,7386,3697,3689
己合备,56技,6619,3313,3306
己合备,57技,6271,3077,3194
己合备,58技,6195,3047,3148
己合备,59技,6283,3052,3231
己合备,60技,5712,2763,2949
己合备,61技,6235,3005,3230
己合备,62技,6013,2858,3155
己合备,63技,6780,3178,3602
己合备,64技,6351,2971,3380
己合备,65技,5793,2758,3035
己合备,66技,5814,2683,3131
己合备,67技,5230,2408,2822
己合备,68技,5183,2391,2792
己合备,69技,5282,2419,2863
己合备,70技,4086,1845,2241
己合备,71技,4288,1971,2317
己合备,72技,3503,1580,1923
己合备,73技,3153,1423,1730
己合备,74技,3604,1531,2073
己合备,75技,3445,1471,1974
己合备,76技,3490,1448,2042
己合备,77技,3357,1428,1929
己合备,78技,2349,994,1355
己合备,79技,2550,1042,1508
己合备,80技,2528,1036,1492
己合备,81技,2874,1207,1667
己合备,82技,2674,1144,1530
己合备,83技,2004,807,1197
己合备,84技,1845,723,1122
己合备,85技,1639,613,1026
己合备,86技,1349,518,831
己合备,87技,1104,394,710
己合备,88技,999,343,656
己合备,89技,820,262,558
己合备,90技,552,170,382
己合备,91技,418,138,280
己合备,92技,364,89,275
己合备,93技,288,77,211
己合备,94技,204,53,151
己合备,95技,181,43,138
己合备,96技,108,21,87
己合备,97技,94,17,77
己合备,98技,49,11,38
己合备,99技,29,3,26
己合备,100技 捞惑,64,18,46
碍合备,拌,285880,138198,147682
碍合备,0技,738,378,360
碍合备,1技,768,356,412
碍合备,2技,913,461,452
碍合备,3技,938,481,457
碍合备,4技,957,513,444
碍合备,5技,1125,630,495
碍合备,6技,1294,650,644
碍合备,7技,1342,678,664
碍合备,8技,1491,752,739
碍合备,9技,1521,799,722
碍合备,10技,1631,827,804
碍合备,11技,1792,955,837
碍合备,12技,1799,926,873
碍合备,13技,1895,982,913
碍合备,14技,1716,874,842
碍合备,15技,1867,926,941
碍合备,16技,1979,1050,929
碍合备,17技,1926,1002,924
碍合备,18技,2040,994,1046
碍合备,19技,2300,1035,1265
碍合备,20技,2716,1226,1490
碍合备,21技,2866,1285,1581
碍合备,22技,3301,1467,1834
碍合备,23技,3783,1729,2054
碍合备,24技,3907,1798,2109
碍合备,25技,3900,1819,2081
碍合备,26技,4111,2020,2091
碍合备,27技,4253,2059,2194
碍合备,28技,4278,2177,2101
碍合备,29技,4269,2161,2108
碍合备,30技,4172,2166,2006
碍合备,31技,4192,2254,1938
碍合备,32技,3951,2054,1897
碍合备,33技,3427,1750,1677
碍合备,34技,3309,1779,1530
碍合备,35技,3205,1689,1516
碍合备,36技,3056,1604,1452
碍合备,37技,3070,1633,1437
碍合备,38技,3082,1626,1456
碍合备,39技,3139,1666,1473
碍合备,40技,3471,1860,1611
碍合备,41技,3826,1983,1843
碍合备,42技,3982,2078,1904
碍合备,43技,4008,2166,1842
碍合备,44技,4143,2159,1984
碍合备,45技,3725,1942,1783
碍合备,46技,3688,1830,1858
碍合备,47技,3797,1973,1824
碍合备,48技,3995,1983,2012
碍合备,49技,4374,2227,2147
碍合备,50技,4871,2410,2461
碍合备,51技,4966,2547,2419
碍合备,52技,5297,2653,2644
碍合备,53技,5312,2691,2621
碍合备,54技,5116,2452,2664
碍合备,55技,5303,2627,2676
碍合备,56技,4978,2395,2583
碍合备,57技,4630,2283,2347
碍合备,58技,4826,2357,2469
碍合备,59技,4808,2380,2428
碍合备,60技,4526,2211,2315
碍合备,61技,5115,2529,2586
碍合备,62技,4851,2305,2546
碍合备,63技,5518,2576,2942
碍合备,64技,5381,2475,2906
碍合备,65技,4834,2273,2561
碍合备,66技,4662,2262,2400
碍合备,67技,4340,2031,2309
碍合备,68技,4295,1960,2335
碍合备,69技,4481,2060,2421
碍合备,70技,3500,1552,1948
碍合备,71技,3587,1592,1995
碍合备,72技,3164,1392,1772
碍合备,73技,2870,1250,1620
碍合备,74技,3178,1337,1841
碍合备,75技,3132,1304,1828
碍合备,76技,3097,1324,1773
碍合备,77技,2910,1224,1686
碍合备,78技,2123,868,1255
碍合备,79技,2296,923,1373
碍合备,80技,2259,928,1331
碍合备,81技,2521,1051,1470
碍合备,82技,2378,994,1384
碍合备,83技,1700,693,1007
碍合备,84技,1524,576,948
碍合备,85技,1355,495,860
碍合备,86技,1094,422,672
碍合备,87技,973,391,582
碍合备,88技,779,282,497
碍合备,89技,577,212,365
碍合备,90技,443,149,294
碍合备,91技,311,97,214
碍合备,92技,255,65,190
碍合备,93技,178,48,130
碍合备,94技,163,31,132
碍合备,95技,136,42,94
碍合备,96技,85,13,72
碍合备,97技,51,13,38
碍合备,98技,35,7,28
碍合备,99技,29,1,28
碍合备,100技 捞惑,39,13,26
档豪备,拌,306057,148216,157841
档豪备,0技,944,499,445
档豪备,1技,1036,517,519
档豪备,2技,1122,587,535
档豪备,3技,1083,568,515
档豪备,4技,1253,669,584
档豪备,5技,1304,682,622
档豪备,6技,1511,782,729
档豪备,7技,1613,809,804
档豪备,8技,1901,974,927
档豪备,9技,1985,1050,935
档豪备,10技,1864,963,901
档豪备,11技,2114,1089,1025
档豪备,12技,2141,1088,1053
档豪备,13技,2247,1174,1073
档豪备,14技,2067,1066,1001
档豪备,15技,2207,1150,1057
档豪备,16技,2402,1275,1127
档豪备,17技,2303,1185,1118
档豪备,18技,2222,1126,1096
档豪备,19技,2494,1267,1227
档豪备,20技,2877,1430,1447
档豪备,21技,2850,1367,1483
档豪备,22技,3218,1570,1648
档豪备,23技,3578,1774,1804
档豪备,24技,3853,1861,1992
档豪备,25技,3816,1869,1947
档豪备,26技,4134,2059,2075
档豪备,27技,4171,2131,2040
档豪备,28技,4228,2085,2143
档豪备,29技,4287,2196,2091
档豪备,30技,4283,2236,2047
档豪备,31技,4282,2181,2101
档豪备,32技,4241,2170,2071
档豪备,33技,3793,1957,1836
档豪备,34技,3544,1845,1699
档豪备,35技,3536,1778,1758
档豪备,36技,3348,1714,1634
档豪备,37技,3335,1711,1624
档豪备,38技,3586,1817,1769
档豪备,39技,3553,1824,1729
档豪备,40技,3867,2019,1848
档豪备,41技,4137,2146,1991
档豪备,42技,4386,2193,2193
档豪备,43技,4438,2235,2203
档豪备,44技,4341,2215,2126
档豪备,45技,3830,1887,1943
档豪备,46技,3947,1951,1996
档豪备,47技,4004,2004,2000
档豪备,48技,4249,2065,2184
档豪备,49技,4663,2308,2355
档豪备,50技,5056,2459,2597
档豪备,51技,5190,2522,2668
档豪备,52技,5632,2769,2863
档豪备,53技,5768,2759,3009
档豪备,54技,5558,2657,2901
档豪备,55技,5811,2704,3107
档豪备,56技,5362,2519,2843
档豪备,57技,5163,2514,2649
档豪备,58技,5294,2501,2793
档豪备,59技,5330,2508,2822
档豪备,60技,4831,2312,2519
档豪备,61技,5688,2786,2902
档豪备,62技,5378,2487,2891
档豪备,63技,6212,2864,3348
档豪备,64技,5829,2721,3108
档豪备,65技,5373,2461,2912
档豪备,66技,5372,2581,2791
档豪备,67技,4985,2343,2642
档豪备,68技,4776,2268,2508
档豪备,69技,4845,2281,2564
档豪备,70技,3683,1725,1958
档豪备,71技,3867,1857,2010
档豪备,72技,3176,1474,1702
档豪备,73技,2877,1366,1511
档豪备,74技,3016,1381,1635
档豪备,75技,2861,1295,1566
档豪备,76技,2988,1387,1601
档豪备,77技,2845,1243,1602
档豪备,78技,2045,903,1142
档豪备,79技,2079,916,1163
档豪备,80技,2106,884,1222
档豪备,81技,2325,1004,1321
档豪备,82技,2253,984,1269
档豪备,83技,1726,714,1012
档豪备,84技,1587,629,958
档豪备,85技,1396,533,863
档豪备,86技,1097,420,677
档豪备,87技,979,332,647
档豪备,88技,803,277,526
档豪备,89技,623,211,412
档豪备,90技,516,145,371
档豪备,91技,427,123,304
档豪备,92技,309,83,226
档豪备,93技,203,49,154
档豪备,94技,185,38,147
档豪备,95技,136,33,103
档豪备,96技,109,31,78
档豪备,97技,73,19,54
档豪备,98技,40,7,33
档豪备,99技,15,2,13
档豪备,100技 捞惑,71,17,54
畴盔备,拌,496406,238110,258296
畴盔备,0技,1918,1024,894
畴盔备,1技,2027,1057,970
畴盔备,2技,2064,1060,1004
畴盔备,3技,2112,1121,991
畴盔备,4技,2216,1157,1059
畴盔备,5技,2355,1219,1136
畴盔备,6技,2674,1356,1318
畴盔备,7技,3124,1566,1558
畴盔备,8技,3524,1808,1716
畴盔备,9技,3735,1884,1851
畴盔备,10技,3690,1937,1753
畴盔备,11技,4131,2178,1953
畴盔备,12技,4350,2248,2102
畴盔备,13技,4613,2386,2227
畴盔备,14技,4324,2231,2093
畴盔备,15技,4765,2463,2302
畴盔备,16技,5181,2757,2424
畴盔备,17技,4892,2512,2380
畴盔备,18技,5190,2701,2489
畴盔备,19技,5768,2863,2905
畴盔备,20技,6100,2913,3187
畴盔备,21技,5900,2867,3033
畴盔备,22技,6576,3297,3279
畴盔备,23技,7573,3907,3666
畴盔备,24技,7044,3712,3332
畴盔备,25技,6710,3472,3238
畴盔备,26技,6669,3416,3253
畴盔备,27技,6330,3202,3128
畴盔备,28技,6524,3365,3159
畴盔备,29技,6348,3148,3200
畴盔备,30技,6401,3216,3185
畴盔备,31技,6752,3437,3315
畴盔备,32技,6691,3326,3365
畴盔备,33技,6059,3030,3029
畴盔备,34技,6012,3003,3009
畴盔备,35技,5979,3055,2924
畴盔备,36技,5645,2878,2767
畴盔备,37技,5623,2856,2767
畴盔备,38技,5818,2891,2927
畴盔备,39技,5725,2883,2842
畴盔备,40技,6496,3139,3357
畴盔备,41技,6987,3405,3582
畴盔备,42技,7484,3563,3921
畴盔备,43技,7539,3712,3827
畴盔备,44技,7684,3568,4116
畴盔备,45技,6951,3337,3614
畴盔备,46技,7448,3488,3960
畴盔备,47技,7285,3432,3853
畴盔备,48技,7741,3625,4116
畴盔备,49技,8448,4032,4416
畴盔备,50技,9112,4299,4813
畴盔备,51技,9148,4459,4689
畴盔备,52技,9554,4503,5051
畴盔备,53技,9660,4699,4961
畴盔备,54技,9032,4383,4649
畴盔备,55技,9139,4458,4681
畴盔备,56技,8090,3842,4248
畴盔备,57技,7616,3764,3852
畴盔备,58技,7651,3669,3982
畴盔备,59技,7522,3579,3943
畴盔备,60技,6836,3247,3589
畴盔备,61技,8037,3812,4225
畴盔备,62技,7718,3661,4057
畴盔备,63技,8412,3892,4520
畴盔备,64技,7896,3610,4286
畴盔备,65技,7426,3394,4032
畴盔备,66技,7259,3361,3898
畴盔备,67技,6632,3005,3627
畴盔备,68技,6483,2876,3607
畴盔备,69技,6699,3101,3598
畴盔备,70技,5129,2394,2735
畴盔备,71技,5328,2426,2902
畴盔备,72技,4380,1988,2392
畴盔备,73技,3948,1788,2160
畴盔备,74技,4194,1849,2345
畴盔备,75技,3936,1692,2244
畴盔备,76技,3985,1717,2268
畴盔备,77技,3848,1602,2246
畴盔备,78技,2691,1107,1584
畴盔备,79技,2824,1158,1666
畴盔备,80技,2790,1138,1652
畴盔备,81技,3178,1257,1921
畴盔备,82技,2895,1112,1783
畴盔备,83技,2190,827,1363
畴盔备,84技,2004,763,1241
畴盔备,85技,1817,619,1198
畴盔备,86技,1640,534,1106
畴盔备,87技,1347,454,893
畴盔备,88技,1170,341,829
畴盔备,89技,955,272,683
畴盔备,90技,750,208,542
畴盔备,91技,590,163,427
畴盔备,92技,434,112,322
畴盔备,93技,354,80,274
畴盔备,94技,278,64,214
畴盔备,95技,187,33,154
畴盔备,96技,158,38,120
畴盔备,97技,105,23,82
畴盔备,98技,44,5,39
畴盔备,99技,54,11,43
畴盔备,100技 捞惑,86,18,68
篮乞备,拌,465660,220905,244755
篮乞备,0技,1716,884,832
篮乞备,1技,1937,1013,924
篮乞备,2技,1925,995,930
篮乞备,3技,2065,1078,987
篮乞备,4技,2130,1108,1022
篮乞备,5技,2314,1138,1176
篮乞备,6技,2378,1205,1173
篮乞备,7技,2782,1432,1350
篮乞备,8技,3062,1540,1522
篮乞备,9技,3205,1636,1569
篮乞备,10技,2996,1548,1448
篮乞备,11技,3400,1734,1666
篮乞备,12技,3305,1662,1643
篮乞备,13技,3429,1768,1661
篮乞备,14技,3360,1698,1662
篮乞备,15技,3555,1851,1704
篮乞备,16技,3860,1976,1884
篮乞备,17技,3707,1903,1804
篮乞备,18技,3557,1840,1717
篮乞备,19技,3848,1932,1916
篮乞备,20技,4310,2140,2170
篮乞备,21技,4437,2195,2242
篮乞备,22技,4730,2281,2449
篮乞备,23技,5732,2674,3058
篮乞备,24技,6138,2835,3303
篮乞备,25技,6329,2883,3446
篮乞备,26技,6957,3065,3892
篮乞备,27技,7307,3212,4095
篮乞备,28技,7525,3466,4059
篮乞备,29技,7708,3646,4062
篮乞备,30技,7853,3722,4131
篮乞备,31技,7825,3771,4054
篮乞备,32技,7526,3688,3838
篮乞备,33技,6927,3345,3582
篮乞备,34技,6477,3309,3168
篮乞备,35技,6149,2973,3176
篮乞备,36技,5922,2925,2997
篮乞备,37技,5938,2881,3057
篮乞备,38技,5975,2921,3054
篮乞备,39技,5831,2893,2938
篮乞备,40技,6611,3341,3270
篮乞备,41技,6993,3444,3549
篮乞备,42技,7364,3736,3628
篮乞备,43技,7274,3654,3620
篮乞备,44技,7274,3533,3741
篮乞备,45技,6320,3105,3215
篮乞备,46技,6592,3196,3396
篮乞备,47技,6501,3207,3294
篮乞备,48技,6905,3373,3532
篮乞备,49技,7387,3552,3835
篮乞备,50技,8063,3936,4127
篮乞备,51技,8161,3978,4183
篮乞备,52技,8552,4164,4388
篮乞备,53技,8430,4056,4374
篮乞备,54技,8054,3882,4172
篮乞备,55技,8242,4027,4215
篮乞备,56技,7255,3389,3866
篮乞备,57技,7161,3498,3663
篮乞备,58技,7120,3348,3772
篮乞备,59技,7009,3319,3690
篮乞备,60技,6617,3134,3483
篮乞备,61技,7527,3604,3923
篮乞备,62技,7254,3418,3836
篮乞备,63技,7941,3675,4266
篮乞备,64技,7687,3535,4152
篮乞备,65技,7018,3293,3725
篮乞备,66技,6748,3082,3666
篮乞备,67技,6223,2853,3370
篮乞备,68技,6072,2785,3287
篮乞备,69技,6242,2759,3483
篮乞备,70技,4863,2140,2723
篮乞备,71技,5146,2298,2848
篮乞备,72技,4125,1802,2323
篮乞备,73技,4027,1752,2275
篮乞备,74技,4144,1811,2333
篮乞备,75技,4012,1765,2247
篮乞备,76技,4192,1755,2437
篮乞备,77技,3925,1709,2216
篮乞备,78技,2924,1250,1674
篮乞备,79技,2908,1203,1705
篮乞备,80技,2864,1142,1722
篮乞备,81技,3314,1395,1919
篮乞备,82技,3032,1325,1707
篮乞备,83技,2235,920,1315
篮乞备,84技,2065,862,1203
篮乞备,85技,1889,718,1171
篮乞备,86技,1481,557,924
篮乞备,87技,1371,499,872
篮乞备,88技,1117,401,716
篮乞备,89技,877,279,598
篮乞备,90技,654,220,434
篮乞备,91技,466,143,323
篮乞备,92技,362,91,271
篮乞备,93技,257,63,194
篮乞备,94技,209,52,157
篮乞备,95技,159,50,109
篮乞备,96技,107,20,87
篮乞备,97技,70,11,59
篮乞备,98技,46,7,39
篮乞备,99技,36,7,29
篮乞备,100技 捞惑,59,16,43
辑措巩备,拌,306001,145109,160892
辑措巩备,0技,1277,659,618
辑措巩备,1技,1362,725,637
辑措巩备,2技,1505,810,695
辑措巩备,3技,1479,710,769
辑措巩备,4技,1551,809,742
辑措巩备,5技,1643,876,767
辑措巩备,6技,1843,928,915
辑措巩备,7技,1997,989,1008
辑措巩备,8技,2187,1131,1056
辑措巩备,9技,2243,1116,1127
辑措巩备,10技,2101,1048,1053
辑措巩备,11技,2201,1100,1101
辑措巩备,12技,2060,1049,1011
辑措巩备,13技,2204,1135,1069
辑措巩备,14技,2084,1032,1052
辑措巩备,15技,2087,1059,1028
辑措巩备,16技,2229,1098,1131
辑措巩备,17技,2203,1120,1083
辑措巩备,18技,2237,1089,1148
辑措巩备,19技,2773,1253,1520
辑措巩备,20技,3360,1431,1929
辑措巩备,21技,3719,1574,2145
辑措巩备,22技,4225,1809,2416
辑措巩备,23技,5090,2217,2873
辑措巩备,24技,5195,2395,2800
辑措巩备,25技,5338,2533,2805
辑措巩备,26技,5387,2485,2902
辑措巩备,27技,5425,2587,2838
辑措巩备,28技,5467,2683,2784
辑措巩备,29技,5222,2626,2596
辑措巩备,30技,5158,2541,2617
辑措巩备,31技,5083,2557,2526
辑措巩备,32技,4972,2487,2485
辑措巩备,33技,4533,2179,2354
辑措巩备,34技,4347,2170,2177
辑措巩备,35技,4264,2044,2220
辑措巩备,36技,4024,1978,2046
辑措巩备,37技,4125,2044,2081
辑措巩备,38技,4137,2051,2086
辑措巩备,39技,4099,2033,2066
辑措巩备,40技,4406,2154,2252
辑措巩备,41技,4591,2272,2319
辑措巩备,42技,4766,2400,2366
辑措巩备,43技,4647,2312,2335
辑措巩备,44技,4420,2210,2210
辑措巩备,45技,4108,2035,2073
辑措巩备,46技,4084,1983,2101
辑措巩备,47技,4034,1953,2081
辑措巩备,48技,4152,2096,2056
辑措巩备,49技,4460,2180,2280
辑措巩备,50技,4917,2301,2616
辑措巩备,51技,4965,2385,2580
辑措巩备,52技,5372,2638,2734
辑措巩备,53技,5368,2626,2742
辑措巩备,54技,5197,2499,2698
辑措巩备,55技,5173,2504,2669
辑措巩备,56技,4649,2208,2441
辑措巩备,57技,4391,2145,2246
辑措巩备,58技,4523,2281,2242
辑措巩备,59技,4584,2150,2434
辑措巩备,60技,4036,1908,2128
辑措巩备,61技,4592,2238,2354
辑措巩备,62技,4344,2128,2216
辑措巩备,63技,4861,2221,2640
辑措巩备,64技,4501,2108,2393
辑措巩备,65技,4249,2012,2237
辑措巩备,66技,4049,1961,2088
辑措巩备,67技,3719,1682,2037
辑措巩备,68技,3589,1667,1922
辑措巩备,69技,3662,1671,1991
辑措巩备,70技,2824,1296,1528
辑措巩备,71技,3021,1396,1625
辑措巩备,72技,2389,1064,1325
辑措巩备,73技,2232,963,1269
辑措巩备,74技,2519,1057,1462
辑措巩备,75技,2322,941,1381
辑措巩备,76技,2456,1043,1413
辑措巩备,77技,2485,1038,1447
辑措巩备,78技,1734,738,996
辑措巩备,79技,1837,766,1071
辑措巩备,80技,1782,688,1094
辑措巩备,81技,2152,880,1272
辑措巩备,82技,1982,809,1173
辑措巩备,83技,1450,574,876
辑措巩备,84技,1461,536,925
辑措巩备,85技,1267,496,771
辑措巩备,86技,1048,390,658
辑措巩备,87技,957,344,613
辑措巩备,88技,806,284,522
辑措巩备,89技,610,209,401
辑措巩备,90技,439,144,295
辑措巩备,91技,354,103,251
辑措巩备,92技,257,76,181
辑措巩备,93技,210,53,157
辑措巩备,94技,180,45,135
辑措巩备,95技,116,35,81
辑措巩备,96技,81,19,62
辑措巩备,97技,73,14,59
辑措巩备,98技,27,5,22
辑措巩备,99技,26,3,23
辑措巩备,100技 捞惑,59,12,47
付器备,拌,363449,169555,193894
付器备,0技,1525,749,776
付器备,1技,1647,839,808
付器备,2技,1725,881,844
付器备,3技,1781,931,850
付器备,4技,1794,931,863
付器备,5技,2025,1061,964
付器备,6技,2030,1002,1028
付器备,7技,2483,1266,1217
付器备,8技,2562,1285,1277
付器备,9技,2528,1303,1225
付器备,10技,2335,1162,1173
付器备,11技,2634,1345,1289
付器备,12技,2518,1274,1244
付器备,13技,2610,1314,1296
付器备,14技,2498,1284,1214
付器备,15技,2584,1296,1288
付器备,16技,2843,1432,1411
付器备,17技,2587,1280,1307
付器备,18技,2704,1355,1349
付器备,19技,3097,1432,1665
付器备,20技,3565,1631,1934
付器备,21技,3720,1638,2082
付器备,22技,4479,1891,2588
付器备,23技,5549,2422,3127
付器备,24技,5934,2535,3399
付器备,25技,6313,2684,3629
付器备,26技,6906,2923,3983
付器备,27技,7233,3148,4085
付器备,28技,7521,3295,4226
付器备,29技,7421,3400,4021
付器备,30技,7432,3521,3911
付器备,31技,7661,3541,4120
付器备,32技,7325,3455,3870
付器备,33技,6541,3141,3400
付器备,34技,6171,2950,3221
付器备,35技,5962,2775,3187
付器备,36技,5762,2694,3068
付器备,37技,5749,2655,3094
付器备,38技,5714,2766,2948
付器备,39技,5536,2668,2868
付器备,40技,5850,2825,3025
付器备,41技,6012,2918,3094
付器备,42技,6178,3051,3127
付器备,43技,5824,2827,2997
付器备,44技,5848,2812,3036
付器备,45技,5199,2548,2651
付器备,46技,5236,2452,2784
付器备,47技,5345,2535,2810
付器备,48技,5337,2554,2783
付器备,49技,5655,2742,2913
付器备,50技,6080,2953,3127
付器备,51技,6226,2951,3275
付器备,52技,6375,3140,3235
付器备,53技,6268,2990,3278
付器备,54技,5942,2980,2962
付器备,55技,5808,2842,2966
付器备,56技,5188,2459,2729
付器备,57技,4728,2315,2413
付器备,58技,4870,2416,2454
付器备,59技,4828,2297,2531
付器备,60技,4315,2139,2176
付器备,61技,4823,2350,2473
付器备,62技,4553,2203,2350
付器备,63技,4974,2391,2583
付器备,64技,4675,2214,2461
付器备,65技,4198,1908,2290
付器备,66技,4044,1880,2164
付器备,67技,3823,1704,2119
付器备,68技,3634,1635,1999
付器备,69技,3654,1694,1960
付器备,70技,2813,1211,1602
付器备,71技,2942,1315,1627
付器备,72技,2460,1093,1367
付器备,73技,2266,954,1312
付器备,74技,2486,1045,1441
付器备,75技,2387,961,1426
付器备,76技,2450,1019,1431
付器备,77技,2391,940,1451
付器备,78技,1704,656,1048
付器备,79技,1950,819,1131
付器备,80技,1778,708,1070
付器备,81技,2099,885,1214
付器备,82技,1921,793,1128
付器备,83技,1520,587,933
付器备,84技,1340,543,797
付器备,85技,1208,437,771
付器备,86技,1015,378,637
付器备,87技,913,314,599
付器备,88技,771,268,503
付器备,89技,597,196,401
付器备,90技,493,145,348
付器备,91技,392,127,265
付器备,92技,291,90,201
付器备,93技,219,63,156
付器备,94技,149,35,114
付器备,95技,147,37,110
付器备,96技,96,25,71
付器备,97技,55,11,44
付器备,98技,40,11,29
付器备,99技,12,1,11
付器备,100技 捞惑,50,8,42
剧玫备,拌,433975,211634,222341
剧玫备,0技,1405,724,681
剧玫备,1技,1592,776,816
剧玫备,2技,1701,925,776
剧玫备,3技,1959,1002,957
剧玫备,4技,2031,1074,957
剧玫备,5技,2427,1303,1124
剧玫备,6技,2857,1413,1444
剧玫备,7技,3330,1733,1597
剧玫备,8技,3651,1817,1834
剧玫备,9技,3891,1998,1893
剧玫备,10技,4168,2151,2017
剧玫备,11技,4686,2358,2328
剧玫备,12技,4731,2498,2233
剧玫备,13技,5030,2623,2407
剧玫备,14技,4729,2455,2274
剧玫备,15技,4867,2522,2345
剧玫备,16技,5253,2776,2477
剧玫备,17技,4742,2450,2292
剧玫备,18技,4457,2339,2118
剧玫备,19技,4470,2311,2159
剧玫备,20技,4492,2319,2173
剧玫备,21技,4286,2235,2051
剧玫备,22技,4412,2233,2179
剧玫备,23技,5011,2517,2494
剧玫备,24技,5270,2597,2673
剧玫备,25技,5256,2608,2648
剧玫备,26技,5617,2764,2853
剧玫备,27技,5551,2752,2799
剧玫备,28技,5812,2908,2904
剧玫备,29技,5821,2971,2850
剧玫备,30技,5805,2959,2846
剧玫备,31技,5810,2886,2924
剧玫备,32技,5750,2888,2862
剧玫备,33技,5237,2696,2541
剧玫备,34技,4938,2511,2427
剧玫备,35技,4929,2425,2504
剧玫备,36技,4729,2318,2411
剧玫备,37技,4900,2349,2551
剧玫备,38技,5304,2599,2705
剧玫备,39技,5391,2575,2816
剧玫备,40技,6145,2966,3179
剧玫备,41技,6735,3164,3571
剧玫备,42技,7260,3479,3781
剧玫备,43技,7440,3512,3928
剧玫备,44技,7726,3670,4056
剧玫备,45技,7114,3378,3736
剧玫备,46技,7197,3346,3851
剧玫备,47技,7097,3448,3649
剧玫备,48技,7438,3622,3816
剧玫备,49技,7670,3779,3891
剧玫备,50技,7999,3924,4075
剧玫备,51技,7990,3937,4053
剧玫备,52技,8232,4142,4090
剧玫备,53技,8141,4033,4108
剧玫备,54技,7662,3819,3843
剧玫备,55技,7725,3778,3947
剧玫备,56技,6924,3454,3470
剧玫备,57技,6628,3259,3369
剧玫备,58技,6640,3281,3359
剧玫备,59技,6718,3264,3454
剧玫备,60技,6101,2935,3166
剧玫备,61技,6964,3441,3523
剧玫备,62技,6488,3136,3352
剧玫备,63技,7237,3455,3782
剧玫备,64技,6902,3298,3604
剧玫备,65技,6327,2936,3391
剧玫备,66技,5991,2804,3187
剧玫备,67技,5718,2658,3060
剧玫备,68技,5508,2555,2953
剧玫备,69技,5668,2661,3007
剧玫备,70技,4433,2118,2315
剧玫备,71技,4524,2108,2416
剧玫备,72技,3693,1767,1926
剧玫备,73技,3317,1616,1701
剧玫备,74技,3521,1669,1852
剧玫备,75技,3335,1570,1765
剧玫备,76技,3190,1470,1720
剧玫备,77技,2956,1389,1567
剧玫备,78技,1925,854,1071
剧玫备,79技,2192,959,1233
剧玫备,80技,1938,841,1097
剧玫备,81技,2144,959,1185
剧玫备,82技,1879,814,1065
剧玫备,83技,1442,564,878
剧玫备,84技,1354,518,836
剧玫备,85技,1202,436,766
剧玫备,86技,1003,365,638
剧玫备,87技,859,264,595
剧玫备,88技,725,227,498
剧玫备,89技,587,168,419
剧玫备,90技,506,126,380
剧玫备,91技,393,93,300
剧玫备,92技,328,72,256
剧玫备,93技,205,41,164
剧玫备,94技,196,38,158
剧玫备,95技,145,34,111
